48.5333333 2.9500000  42.858
48.5333333 2.9666667  42.869
48.5333333 2.9833333  42.881
48.5333333 3.0000000  42.904
48.5333333 3.0166667  42.915
48.5333333 3.0333333  42.926
48.5333333 3.0500000  42.947
48.5333333 3.0666667  42.956
48.5333333 3.0833333  42.966
48.5333333 3.1000000  42.975
48.5333333 3.1166667  42.983
48.5333333 3.1333333  43.001
48.5333333 3.1500000  43.009
48.5333333 3.1666667  43.017
48.5333333 3.1833333  43.034
48.5333333 3.2000000  43.040
48.5333333 3.2166667  43.046
48.5333333 3.2333333  43.051
48.5333333 3.2500000  43.067
48.5333333 3.2666667  43.071
48.5333333 3.2833333  43.075
48.5333333 3.3000000  43.091
48.5333333 3.3166667  43.096
48.5333333 3.3333333  43.102
48.5333333 3.3500000  43.118
48.5333333 3.3666667  43.122
48.5333333 3.3833333  43.126
48.5333333 3.4000000  43.127
48.5333333 3.4166667  43.141
48.5333333 3.4333333  43.142
48.5333333 3.4500000  43.154
48.5333333 3.4666667  43.155
48.5333333 3.4833333  43.157
48.5333333 3.5000000  43.168
48.5333333 3.5166667  43.170
